,number
122,0.47787157521511137
123,0.6561289431174175
124,0.09996800795227334
125,0.8950834085072663
126,0.24689066170748442
127,0.5251100770891274
128,0.6959472346300126
129,0.8561108212088591
130,0.7603792680436414
131,0.528205345219881
132,0.6127299855191364
133,0.7732769616862465
134,0.9429678905760807
135,0.4950667274371946
136,0.0322270774846527
137,0.8524203153141962
138,0.6156446152558562
139,0.11047115743330704
140,0.8676522546278004
141,0.8198934365594077
142,0.26756211603933977
143,0.2798550455970201
144,0.07004206716984718
145,0.8565859359603123
146,0.3837850696414913
147,0.6323441335692632
148,0.04196695653356841
149,0.4592297773462273
150,0.5867401631957215
151,0.6160595605007047
152,0.3073235663639722
153,0.6967340785157482
154,0.6721390132523795
155,0.4167002248968271
156,0.7149914441607746
157,0.1620341950410341
158,0.34089528287718074
159,0.6178047555818681
160,0.006479876078942515
161,0.4029749129833774
162,0.3979039905115469
163,0.44278571888617635
164,0.33919729379731
165,0.7582879117177459
166,0.3618706969355342
167,0.601417834198362
168,0.9568019394372268
169,0.20393208288488562
170,0.8911799495526128
171,0.4262381617471679
172,0.03515289394249399
173,0.5697460677422068
174,0.9807769551013957
175,0.7634245028418137
176,0.5940721246356679
177,0.901436140011505
178,0.7661717822549569
179,0.6288774271329923
180,0.3162890669664108
181,0.28780399015584757
182,0.6334436812768123
183,0.7979930718220195
184,0.49608226126867483
185,0.10491603402137939
186,0.9962978744515482
187,0.4858819279893555
188,0.5349202296314038
189,0.2343982633444055
190,0.7228557138162711
191,0.7740192851630268
192,0.8393799144819467
193,0.10098314820718213
194,0.8240198641422602
195,0.2189175751024447
196,0.3554235753643129
197,0.7637263181512509
198,0.8963234384034087
199,0.31263708420950354
200,0.2859865044213482
201,0.18158968658691388
202,0.47707939397667276
203,0.20482645814956457
204,0.10306768601237459
205,0.4545078680290805
206,0.6617572560508855
207,0.2591149429888473
208,0.7800589004292167
209,0.8370957799396704
210,0.1980777835999873
211,0.6493147944520676
212,0.9306057076599559
213,0.6624455283027928
214,0.8261880429516072
215,0.6136853859619484
216,0.6670290451746963
217,0.563422957838973
218,0.9056537223925271
219,0.22697059191802327
220,0.504539118274584
221,0.176869396463593
222,0.23984999826020803
223,0.7898017641744141
224,0.36128468427666327
225,0.21336877261497167
226,0.5585667669073423
227,0.028088293235229433
228,0.9712834032061263
229,0.6027642122747374
230,0.8541052137087951
231,0.48508410001386615
232,0.45101182404102347
233,0.2279767397319571
234,0.5102994673953892
235,0.736440044771411
236,0.11090374764941546
237,0.6445361087302497
238,0.8450270735120182
239,0.24832453711596414
240,0.701238558639103
241,0.19452952861715522
242,0.5613670786454059
243,0.637854717561463
244,0.1713963811006558
245,0.8220658576696043
246,0.6523005457147673
247,0.40881710944851624
248,0.4736740986034471
249,0.02408973942112702
250,0.5062313210052485
251,0.7252073959991164
252,0.9143455129174703
253,0.5772809815523983
254,0.6566134560063173
255,0.08828730009486219
256,0.01841760308352325
257,0.2430439055185285
258,0.416725828029044
259,0.1002217315670173
260,0.5692337238893805
261,0.766567339407073
262,0.7679377828309925
263,0.470574193244386
264,0.4879419054849212
265,0.820856879937039
266,0.6064176320645261
267,0.7545070724942758
268,0.5164334347557503
269,0.8569216937510632
270,0.4005928078641464
271,0.4831927713385571
272,0.0633707428475464
273,0.828408333513369
274,0.6304584174428332
275,0.4643864764882677
276,0.5635802264322506
277,0.518329957344649
278,0.6163459650303221
279,0.046207601856258496
280,0.9882910232683414
281,0.653669775474387
282,0.2933767788738556
283,0.01983391665540235
284,0.07339544320152103
285,0.17418239460185192
286,0.46899809819411375
287,0.6539970783144952
288,0.12975318654659762
289,0.16749270603019073
290,0.33259343676391606
291,0.011263797425625333
292,0.19369144759486012
293,0.6264718025031106
294,0.015776013262029598
295,0.8631181819663714
296,0.6722900935473929
297,0.08076976099346844
298,0.22191001544286704
299,0.3071547360498754
300,0.6235995551215855
301,0.47820053344412217
302,0.5524541932241216
303,0.05025113324819808
304,0.18823491098394918
305,0.49635082525960006
306,0.04018660785742634
307,0.7826472253078887
308,0.7739552362360294
309,0.023016729511634915
310,0.4659091915076725
311,0.9024804184239573
312,0.9052777439097052
313,0.3664993045704451
314,0.525141776048428
315,0.10096491389450157
316,0.3129321652065591
317,0.9032344854958051
318,0.5664692564662756
319,0.8483937821702883
320,0.7785500042077179
321,0.24948673757238538
322,0.6272287400624121
323,0.949307296327429
324,0.1526846865911794
325,0.09041433893840434
326,0.5394759528178413
327,0.43112370865934835
328,0.40869407381146605
329,0.03672231075365584
330,0.7173003809629475
331,0.33476936636321764
332,0.7233743033873246
333,0.9313518784715434
334,0.18948898236283107
335,0.11845558380163235
336,0.47288428297470975
337,0.7614836879808465
338,0.6961341682461134
339,0.732592383690324
340,0.9097688300924746
341,0.43303352549393803
342,0.5890878836336526
343,0.15741175389873419
344,0.37643210104862457
345,0.5679623291792602
346,0.016132531200046873
347,0.5071125030425486
348,0.04152086675344724
349,0.43089389183119575
350,0.2500961915050989
351,0.17359100510089975
352,0.5339078336988307
353,0.5454018996044897
354,0.7335425158507402
355,0.5087963219326029
356,0.11530894515641144
357,0.5144408391064141
358,0.6448118031580694
359,0.9742986775756953
360,0.2664471087118401
361,0.6325925794889913
362,0.23023622515825126
363,0.07943277026468731
364,0.13656562243186188
365,0.7071681520452198
366,0.04805288965071042
367,0.0691143774028008
368,0.22969387106546557
369,0.39662509980155936
370,0.5303148466746905
371,0.4240854333271443
372,0.029894206375955856
373,0.737745789120121
374,0.4689938346003777
375,0.4544779331976678
376,0.6848062394593758
377,0.6433750333222787
378,0.9238492179437157
379,0.14874235758871202
380,0.27132631070090507
381,0.20768715652495773
382,0.3433988507966562
383,0.9490861359020655
384,0.42979559207516227
385,0.1492635564783531
386,0.2440146989041151
387,0.15835482295636338
388,0.04219601265353079
389,0.7671153510194255
390,0.6150468169757933
391,0.6020898270500743
392,0.5084397910214499
393,0.22035802284095785
394,0.7220633271152563
395,0.35436102355994725
396,0.6013660583765631
397,0.9888438551660823
398,0.4433600891518258
399,0.3803342285983895
400,0.35944808064134737
401,0.7488850687996609
402,0.04160699983212901
403,0.413392775786678
404,0.6109848302028552
405,0.09950306781709894
406,0.40076981833650516
407,0.9810945289585361
408,0.8113734858748446
409,0.23042946282952248
410,0.5432602412473393
411,0.6718260368692279
412,0.7590726377220318
413,0.9395166142942629
414,0.1226401695738012
415,0.717681099218854
416,0.14302710472574054
417,0.4188705098907939
418,0.6386210696762953
419,0.1633371544977421
420,0.5925710577328253
421,0.9586543565903748
422,0.5367870242790086
423,0.36054309459440714
424,0.4017028827978547
425,0.141713927222464
426,0.6621595470018378
427,0.5413349703080236
428,0.31874539964757487
429,0.62429718707781
430,0.7121549637440869
431,0.9239811103817404
432,0.5432363144447303
433,0.010773444775409202
434,0.9214128373585622
435,0.6056251450165523
436,0.14986502468535512
437,0.5016579054730146
438,0.22885670025034943
439,0.11210508326046842
440,0.11106594788474955
441,0.6579625215412864
442,0.30365121753990243
443,0.524394393023813
444,0.9948950145541678
445,0.6506371384728324
446,0.04872688837853645
447,0.21409191527348714
448,0.5585986496375234
449,0.7692412073617028
450,0.11614754140348316
451,0.4728650978522373
452,0.5043451910053419
453,0.3683761970309062
454,0.5323879823373903
455,0.2702422407124293
456,0.4084533627937129
457,0.4175670896663213
458,0.2385559734998869
459,0.11904554198539574
460,0.6738703657253012
461,0.4858785611339651
462,0.8784336860140234
463,0.8888341934343599
464,0.6668616752558488
465,0.3404126170206204
466,0.6679244969403264
467,0.9920749374118026
468,0.3068650431987413
469,0.6298884359593276
470,0.6717834131629371
471,0.5679506720469985
472,0.24323920730320114
473,0.5888491744778614
474,0.5475021091968776
475,0.21699260958946642
476,0.7233864842528444
477,0.3331003303388338
478,0.6593780383463665
479,0.9440329300837415
480,0.9824985423878858
481,0.38855454991237925
482,0.24659059890906854
483,0.039293853287885705
484,0.42961946340704293
485,0.3474691305584543
486,0.5877227649489744
487,0.4812726225452997
488,0.09189454067662517
489,0.19099942111320645
490,0.3561994424484295
491,0.7626072482836446
492,0.8334438651812222
493,0.22219174498938776
494,0.42071526705806006
495,0.7056109563604165
496,0.9494969337669863
497,0.3592996399103455
498,0.3811142501143384
499,0.32146556588541675
500,0.7396483450563248
501,0.4776283696212187
502,0.02920318220127638
503,0.6715972639148937
504,0.9852153599943342
505,0.09631709481196771
506,0.7566838258098325
507,0.23052028987895878
508,0.6335155310871533
509,0.6742306837974745
510,0.5399058048614013
511,0.41086606808224313
512,0.37818783493137853
513,0.4364084353823243
514,0.35419233788727333
515,0.5021222078626592
516,0.8363395688053086
517,0.7775946628887741
518,0.6880675012925087
519,0.8239487689555391
520,0.3926139469462713
521,0.26637936531617645
522,0.4110264397880037
523,0.9112722320220779
524,0.679174935096327
525,0.9052643073270523
526,0.671702348009075
527,0.4916229682755159
528,0.05428580209333722
529,0.11952921865866861
530,0.8634679596529481
531,0.9557772557032624
532,0.5850476125465962
533,0.6083459686244764
534,0.8743111730696763
535,0.6671711579483299
536,0.9390060484092738
537,0.4008531806470078
538,0.9760487425839115
539,0.7030285077795468
540,0.6485762033403087
541,0.5480189573249015
542,0.2428873197047
543,0.35290352183368456
544,0.9458412146841247
545,0.30814720126409856
546,0.6256760867599527
547,0.25738579854941845
548,0.3053399328397375
549,0.7325278701214533
550,0.38665860416462217
551,0.415375219608611
552,0.8715192477618778
553,0.3950839595856236
554,0.8255277549072925
555,0.146552591752938
556,0.9449190214097514
557,0.5762929650591057
558,0.2853498832741991
559,0.44267110945210686
560,0.08399305241292276
561,0.4412167768415789
562,0.04943789887013117
563,0.651474656253358
564,0.14931545005768876
565,0.1635943115205316
566,0.7964910780505162
567,0.6682640822573075
568,0.6714691195890989
569,0.538473074078029
570,0.92502771380088
571,0.2898673472739114
572,0.7620273919664153
573,0.53492526988425
574,0.6713413731137408
575,0.8597221491805008
576,0.09750106193073493
577,0.6628450772826965
578,0.5373998222689681
579,0.8662368453881905
580,0.08768291456226618
581,0.2696934945978886
582,0.6099021776032648
583,0.5044796314546625
584,0.18544207059009588
585,0.7585652682322939
586,0.626520708478392
587,0.1697159973044602
588,0.8352373635106628
589,0.8623273017285007
590,0.9404078715423124
591,0.28158883551321023
592,0.3297768178337481
593,0.6126144507647028
594,0.20056098609808815
595,0.5726908104079662
596,0.16433491914318443
597,0.1833597063217074
598,0.6743557008415022
599,0.2725138464474536
600,0.6636869763393277
601,0.5518519021729699
602,0.7016044211117242
603,0.06866335712422134
604,0.21083028596330022
605,0.29134030755252105
606,0.9681440664748411
607,0.2434922167281055
608,0.9585059954494366
609,0.8531315415644626
610,0.7441488509480372
611,0.7453544486487682
612,0.9512971636277744
613,0.23333893470720268
614,0.40413173942588076
615,0.01764641016853108
616,0.2921090804584977
617,0.787522430484125
618,0.399810909035039
619,0.8480435441722914
620,0.2823741384425055
621,0.3605810234471515
622,0.34391429524790074
623,0.5335266184909014
624,0.5857231997436845
625,0.7924164505298903
626,0.7691211359479171
627,0.7991339697064953
628,0.26154402924243214
629,0.5700756073083507
630,0.044452702173993885
631,0.5341321381056982
632,0.891860141100092
633,0.9289944116492937
634,0.2662303741395825
635,0.9339339019558129
636,0.31555665728351123
637,0.48883645142805554
638,0.4082534480119788
639,0.7061535824994303
640,0.06436179521782392
641,0.13667287804517203
642,0.897418975734807
643,0.9973077222892572
644,0.9236046383547942
645,0.8802150370463494
646,0.6459234182282593
647,0.6837758723949006
648,0.8439191222845616
649,0.9052606712034519
650,0.1170862300805432
651,0.7060541300919457
652,0.665278370872927
653,0.8290429465747214
654,0.7131230614704479
655,0.6202112183384809
656,0.9628370959095414
657,0.04266549566963029
658,0.533607919478772
659,0.3042873880889362
660,0.18005594916970613
661,0.29754342122171995
662,0.8843692706587916
663,0.05928313158659937
664,0.15988414134131523
665,0.061535304202266494
666,0.45941559062639703
667,0.4693251219476574
668,0.4431417309283574
669,0.3699420300400159
670,0.9549375224845121
671,0.6553913226541697
672,0.12302818915666858
673,0.9817059019188993
674,0.502811032100132
675,0.8339355018873719
676,0.9146883755559183
677,0.10490569405852224
678,0.5179346619066916
679,0.8355203675976258
680,0.970590048447359
681,0.7776159937338591
682,0.21513239543189377
683,0.07966983749326706
684,0.30747695089581784
685,0.9870666952486892
686,0.39142113929629707
687,0.8055330253062253
688,0.32804602337661526
689,0.27040890872349976
690,0.7210953851759678
691,0.4406344507907205
692,0.3384494183889625
693,0.9099740246451515
694,0.4057958498049923
695,0.2650450342077817
696,0.19555038430226235
697,0.3767875734211189
698,0.17372725846778314
699,0.4827133194584572
700,0.17610634292289473
701,0.8511674836871594
702,0.9411412594127653
703,0.7193357733659768
704,0.5217418549061152
705,0.02470903902016708
706,0.8338374928921097
707,0.8020719984184221
708,0.2290863953187664
709,0.5731156479738039
710,0.36098519377525273
711,0.37224156450295753
712,0.21003611095187946
713,0.9053203567386332
714,0.9347109932455592
715,0.8841193768554206
716,0.33646858267999724
717,0.22467711087001663
718,0.6366365311137299
719,0.8464758931651218
720,0.1511320911562557
721,0.15242593855806963
722,0.2200223248202675
723,0.8207798999682671
724,0.01477924092636107
725,0.6801594147220713
726,0.6432834466542426
727,0.30339006783604816
728,0.9205031149970704
729,0.20802580478649924
730,0.2401618283050484
731,0.9716564176542395
732,0.4955124565434148
733,0.1833599206915718
734,0.5413961639803496
735,0.4098913858991532
736,0.8263971350302607
737,0.358373655982295
738,0.9759714695672921
739,0.4927152467830197
740,0.6063810819127056
741,0.33406942840356535
742,0.4997655685730106
743,0.21131897533127364
744,0.5077029375087134
745,0.43332279001095275
746,0.5319069064069214
747,0.15847649827542143
748,0.32980654856004843
749,0.3821117429099249
750,0.6385275038284044
751,0.3279070114039022
752,0.9728384103852747
753,0.21094239395147474
754,0.9483752180934709
755,0.0062262104803534335
756,0.8233009475545299
757,0.9187659880903802
758,0.11834085810265405
759,0.6772036405135893
760,0.14078464104846133
761,0.3650171765984117
762,0.4927361839502806
763,0.9236855428755434
764,0.7055110857423901
765,0.9479975193853526
766,0.6980522361868448
767,0.20265399236859571
768,0.4451413690821159
769,0.07639221567315457
770,0.6808017635763176
771,0.986236569977064
772,0.7686976494967781
773,0.18163445445045412
774,0.2691309895516507
775,0.4703694451982653
776,0.4354526174454616
777,0.8099859358196491
778,0.7271431998270423
779,0.7631358798700811
780,0.6577962905952743
781,0.868872520784742
782,0.386381410602622
783,0.3094024117080153
784,0.22023392487995053
785,0.20863938840871943
786,0.8961150233149616
787,0.21096690473081725
788,0.18988933059195579
789,0.2398920506906459
790,0.5132738232522529
791,0.2869169254454442
792,0.06603864615610422
793,0.30613228054528197
794,0.6642452475398608
795,0.2502972292493614
796,0.9600141454020502
797,0.5845619677922226
798,0.8006356136177257
799,0.779219961890315
800,0.786817787147941
801,0.3179144776241891
802,0.16570190019972897
803,0.083527636544522
804,0.6102343320506309
805,0.023767475047370312
806,0.07501641709981322
807,0.868051177765408
808,0.5529880528604498
809,0.7002225201344097
810,0.40889466124662677
811,0.4731184839450897
812,0.5722912279509
813,0.16602741872204763
814,0.08022869316007997
815,0.3333939053847693
816,0.25419648120549476
817,0.5872517480493454
818,0.9689774776726346
819,0.8179496339431178
820,0.7081750041615714
821,0.5355768928510419
822,0.3329353466233711
823,0.05663761698897818
824,0.5780172058977526
825,0.8119272704192807
826,0.010025555222426319
827,0.5756089732907657
828,0.21780691554314802
829,0.4813742613516885
830,0.6960684080637839
831,0.7817723473064171
832,0.031535564185830256
833,0.7410405133484242
834,0.7331538635517575
835,0.5947719526252274
836,0.6477021123219622
837,0.014624159380522528
838,0.08582525864222668
839,0.9128323996148194
840,0.4368948367177019
841,0.922702537041378
842,0.3889748577188622
843,0.5906612217719798
844,0.48363361812113836
845,0.5826580976108212
846,0.5884083428869026
847,0.31063334058219694
848,0.7739965788438268
849,0.07610356800692841
850,0.29828873345345663
851,0.45316768833903054
852,0.697845417313411
853,0.6112780773836279
854,0.4573774409380321
855,0.5064354643688123
856,0.24119390193354895
857,0.46935116749532024
858,0.12061091928099854
859,0.505850962899421
860,0.7025992874504612
861,0.16788884985739283
862,0.9402971180958934
863,0.19906637046394582
864,0.10671415075362134
865,0.8856697832885102
866,0.8643449406973636
867,0.6471182907442088
868,0.39143900981324065
869,0.10244754785643828
870,0.11520373966203812
871,0.5267325886096423
872,0.2522027242457272
873,0.8002949668856614
874,0.37479025325256776
875,0.5999323452580019
876,0.7718972626262649
877,0.491323695396111
878,0.6217767594992308
879,0.7833126694310696
880,0.6435812297149989
881,0.5612773427715629
882,0.30771255535526665
883,0.7102806834064048
884,0.022726052144357745
885,0.456079428673718
886,0.8926741965782935
887,0.38209306654506625
888,0.08054588384907502
889,0.9630776087511397
890,0.8527535606528225
891,0.1173674495293121
892,0.2702676338218256
893,0.8803856270726077
894,0.8499168003541943
895,0.48245585793080503
896,0.8345460050804631
897,0.2967618596922935
898,0.021923267653233602
899,0.03217643640915124
900,0.6432612999256728
901,0.43654615240127126
902,0.2020783479389784
903,0.7873794702244057
904,0.2513731937554168
905,0.306252520391462
906,0.5626120909617938
907,0.1398799638580046
908,0.03316724439275087
909,0.31807956363386003
910,0.6753057848742917
911,0.3772048385216855
912,0.3598772672266498
913,0.15839889419887654
914,0.4188427965835344
915,0.15897584496850614
916,0.5890184557532832
917,0.2500100681997003
918,0.677631664726453
919,0.9451887911903178
920,0.8188756120447347
921,0.583927429706438
922,0.47334671903372927
923,0.09463886392595766
924,0.7385873033646518
925,0.781599809678831
926,0.6576109911230625
927,0.89386341055436
928,0.8515271081551814
929,0.03897293704346305
930,0.07205519579078534
931,0.8857191465332676
932,0.5266216155046937
933,0.4714373684675204
934,0.9190198957836059
935,0.2779486726868948
936,0.6360401899273255
937,0.46872173344312007
938,0.8231228280643256
939,0.692994182653414
940,0.6311196117559731
941,0.8702344819678923
942,0.17974232231259046
943,0.3109440496083721
944,0.36019731730750226
945,0.6519373733302772
946,0.48352807231008144
947,0.40812025900278304
948,0.5336306748422065
949,0.7230466750862221
950,0.36324386213057824
951,0.9815586654427713
952,0.9415178610306723
953,0.11964689528817118
954,0.5116397398098806
955,0.8213924567405625
956,0.22567626566328935
957,0.013514535577381137
958,0.4968497409897925
959,0.6962314871611953
960,0.7206417692540311
961,0.16211932521121042
962,0.2991848787257999
963,0.39290788783663533
964,0.8128167665034401
965,0.9149490396267468
966,0.433373296577363
967,0.6867353153762112
968,0.9985314890112575
969,0.4915502789827141
970,0.16756465595088987
971,0.6578527910525765
972,0.40537906879819263
973,0.1317469384088622
974,0.9767354752689885
975,0.7814957117661377
976,0.7813295901599185
977,0.5880625969870258
978,0.057826332499231525
979,0.9947057821971816
980,0.9720182984222947
981,0.6198029716149165
982,0.8404007134206428
983,0.702276797824071
984,0.447638990356946
985,0.4787925393936777
986,0.6810357234694301
987,0.3653031550746991
988,0.7198033372284303
989,0.8605663382828054
990,0.9261355225164605
991,0.9477692348909503
992,0.2624518787888359
993,0.1947939715742747
994,0.7029944714838484
995,0.8672089283810378
996,0.10996330637285334
997,0.9079922865425284
998,0.6928303858244481
999,0.7458008283011769
1000,0.7595239225938368
1001,0.9894629096062516
1002,0.9255780256334638
1003,0.19103104347298405
1004,0.3600722427802385
1005,0.32071805360724515
1006,0.34698478197168714
1007,0.7431112847569181
1008,0.8765136169123784
1009,0.5047720178606221
1010,0.4436463908556866
1011,0.5323628906933292
1012,0.18740526878226071
1013,0.7617406924033101
1014,0.8607352669059651
1015,0.4878241717079902
1016,0.12501303966477662
1017,0.40774582865753084
1018,0.3070741201150643
1019,0.03247404092991346
1020,0.8488337481633546
1021,0.5059910731179075
1022,0.8552307804536482
1023,0.3510427080148659
1024,0.03239181953143211
1025,0.2725358438028923
1026,0.733259907699393
1027,0.11474855354462343
1028,0.7798536675758974
1029,0.29327854984960655
1030,0.6655413512005558
1031,0.770073032059571
1032,0.3203380527262265
1033,0.358602205475934
1034,0.3928771533338329
1035,0.7121331848460211
1036,0.31572166824934644
1037,0.05341016244507424
1038,0.8832513711829281
1039,0.7934756222630855
1040,0.9315022159575239
1041,0.9472126582096911
1042,0.42901256621854944
1043,0.7979062320344008
1044,0.7226484382115674
1045,0.6307272422129824
1046,0.8976860392406942
1047,0.18090180032218928
1048,0.8215465167682657
1049,0.21592715278179542
1050,0.5065848750669079
1051,0.18417762466968224
1052,0.03641110540519077
1053,0.2865361394446001
1054,0.14612038404417038
1055,0.40496910111646034
1056,0.31837141945530834
1057,0.9477985728732334
1058,0.26752963201767443
1059,0.8808131728235846
1060,0.06796305340902087
1061,0.435455403206767
1062,0.987316206529756
1063,0.47931418185480157
1064,0.718396665590723
1065,0.8758636615535027
1066,0.8830912977703262
1067,0.41137377955980936
1068,0.1957138156051771
1069,0.02810421651477857
1070,0.8103243181967561
1071,0.8716360656174839
1072,0.8749768730100075
1073,0.10141303751560893
1074,0.38922884637476196
1075,0.5617679475945464
1076,0.5678383315181675
1077,0.9114143976413867
1078,0.4809093516597466
1079,0.6473451947398189
1080,0.5868539738967304
1081,0.5124474575589827
1082,0.7154413565335849
1083,0.7965873699785433
1084,0.45022364642595347
1085,0.9882489241858367
1086,0.006045211307846632
1087,0.22066064811248498
1088,0.366634688436819
1089,0.9424820699749804
1090,0.1644467398145283
1091,0.890641258138535
1092,0.10097776071053688
1093,0.48191295092532993
1094,0.27452432342343114
1095,0.2633620031572008
1096,0.851407319551487
1097,0.3756810673088108
1098,0.7947286784842659
1099,0.6934402472521818
1100,0.6027585278046743
1101,0.6269269333148078
1102,0.21083114767637212
1103,0.46971331551924767
1104,0.8825075855207272
1105,0.6284626138446613
1106,0.9525858696418269
1107,0.32514104835641855
1108,0.020404950293510415
1109,0.45586602432624523
1110,0.11367716288468555
1111,0.4790928616323956
1112,0.09167670543173045
1113,0.8485326702753311
1114,0.08869340154145888
1115,0.3363970367281126
1116,0.5116339713110882
1117,0.8902684465979734
1118,0.7971688268109473
1119,0.39907560714949475
1120,0.3450027033350428
1121,0.5092202833248425
1122,0.1916636058890142
1123,0.6689673877607102
1124,0.007094827688317817
1125,0.7231724592013132
1126,0.3486950672486061
1127,0.7669265468023247
1128,0.9422276654213395
1129,0.9505592284981995
1130,0.09827856102275401
1131,0.20274946549888317
1132,0.11945088159672657
1133,0.7749787424479462
1134,0.12256290397002234
1135,0.28879191545202765
1136,0.16082286172185334
1137,0.7832613866729303
1138,0.010051653241071934
1139,0.4560459799639788
1140,0.23354730880158858
1141,0.577059768000972
1142,0.17903857225529007
1143,0.6374538057183743
1144,0.27363510288630566
1145,0.23345056412419163
1146,0.03652670696302429
1147,0.15358679687321708
1148,0.20576039400767043
1149,0.021202046765304017
1150,0.7471005315812771
1151,0.4204031250123803
1152,0.7763770361291138
1153,0.31238625599254344
1154,0.5094580376989183
1155,0.10638730645527672
1156,0.35977588031510543
1157,0.008122057305568253
1158,0.8757072639138178
1159,0.15756466826742033
1160,0.9308005900758034
1161,0.8465749315488549
1162,0.5963654909930689
1163,0.6127782522288328
1164,0.22612544048597283
1165,0.24997605252817445
1166,0.5294374117351082
1167,0.5035053568823465
1168,0.008651537925183361
1169,0.9358518812014291
1170,0.40893980587048395
1171,0.890215293316393
1172,0.004689882984634464
1173,0.9892250860736742
1174,0.8407854839875463
1175,0.11662411909865256
1176,0.6395196658996101
1177,0.06192767148866385
1178,0.799742735712273
1179,0.40168723291507125
1180,0.4588591075397406
1181,0.16310190881190378
1182,0.7772055340710107
1183,0.04444632085016187
1184,0.8588782212225997
1185,0.07182126745939788
1186,0.8104656334253683
1187,0.9714015240008532
1188,0.4566870418057757
1189,0.8384094231291771
1190,0.3423859548251491
1191,0.9198573469553829
1192,0.6159680794491464
1193,0.6811691799736885
1194,0.8042299783254317
1195,0.878986799019841
1196,0.03042326218393765
1197,0.23875597854023
1198,0.9859386290579486
1199,0.5598890620175669
1200,0.30073863238372833
1201,0.6138045179242253
1202,0.04431260380846913
1203,0.9603456145811573
1204,0.27693747995055373
1205,0.745303967668979
1206,0.5876654493618303
1207,0.15364456589555398
1208,0.08152075229480205
1209,0.5917425252267287
1210,0.32162338279346026
1211,0.06290724788151514
1212,0.9178331686136738
1213,0.4485141282025319
1214,0.977206173151561
1215,0.8620266490801197
1216,0.11541324608620307
1217,0.7421993717449286
1218,0.17863954963665907
1219,0.33903078110807106
1220,0.8986218169594397
1221,0.7195972213799884
1222,0.8584631884486875
1223,0.9241288315329395
1224,0.6261964256490573
1225,0.30691791765530774
1226,0.7566520199724367
1227,0.24256876429359964
1228,0.35757836984753977
1229,0.9117263978470797
1230,0.88272321237371
1231,0.9094539402494755
1232,0.7035610797898151
1233,0.1808438466545761
1234,0.8231424544638111
1235,0.6498325569692093
1236,0.03798072770755456
1237,0.9335120111238925
1238,0.3182186684781594
1239,0.716927956312788
1240,0.5182837433958499
1241,0.3173377922598184
1242,0.9603676318219274
1243,0.3389649533910414
1244,0.2522791149482082
1245,0.7026698953316892
1246,0.4517895042981266
1247,0.3066731937119862
1248,0.21295911578936366
1249,0.5389812327422038
1250,0.6398821146788688
1251,0.05329732475616067
1252,0.6137407163113856
1253,0.810000541618347
1254,0.7355224553631234
1255,0.6665893476446086
1256,0.65734212448765
